CNES,FANTASIA
3986152,CONSULTORIO UROLOGIA DR MICHEL JOAO
3986179,CONSULTORIO OFTAMOLOGIA DR LEONARDO FASOLO
3986195,JOSE PEDRO MOREIRA
3986314,MED LAR
3986845,MARIA LUIZA MARQUES MONTEIRO RODRIGUES
3987272,ANTONIO CARLOS WESTON
3987442,INGASTRO
3987868,ALINE MARIA SWAROWSKY
3988759,LT COR SERVICOS MEDICOS LTDA
3988864,DAIANE LAUTERT DE MATTOS
3988961,PRO VIDA
3988988,CONSULTORIO MEDICO PAULO TADEU ROMAGNA CAVALHEIRO
3988996,CONSULTORIO MEDICO FABIO BRANCO DE ARAUJO BRAUNER
3989003,MARCIA BARRETO DE OLIVEIRA
3989038,F A GRASSELLI CLINICA MEDICA LTDA
3989046,DUO CORDIS
3989054,VICTORIO LUIZ TURCONI
3989062,BENITO G GIORGI CONSULTORIO MEDICO E ODONTOLOGICO LTDA EP
3989070,VERANICE ANGELA PEDO DA SILVA
3989089,LEDINARA FERREIRA
3989097,ANA CLAUDIA PRETTO PEREIRA LEAL
3989100,PEDRO BRUNO FETT
3989119,RAQUEL GIACOMINI
3989127,ALESSANDRA DO AMARAL BELINA DA COSTA
3989135,ROBERTO TUSSI
3989143,JOSE LUIZ PORTO FERREIRO
3989151,OLANDO ALBERTO CAUS
3989178,LABORATORIO DAS CLINICAS
3989186,INSTITUTO DE SAUDE OCUPACIONAL BERNARDINO RAMAZZINI LTDA
3989194,MEDIMAGE
3989208,AZAMBUJA AZAMBUJA CLINICA E ODONTOLOGIA LTDA
3989216,IVO OLIVEIRA DE SOUZA
3989259,MARIA EDELMI BONA GOELZER
3989267,MAURO FREDERICO GEIB
3989275,SERGIO SCHINEIDER
3989283,MARGARETE BENVEGNU
3989313,SILVIA LUCIA BRUSCHI ESTERY
3989364,SHAIRDE ANDRE PINHEIRO
3989410,GILSON BRUM BATOLOMEI
3989429,WANIA ELOISA EBERT CECHIN
3989437,ANA MARIA WEISSHEIMER
3989445,DIRCEU ENDRES
3989453,LUIZ CARLOS MANZATO
3989461,SERGIO LANGARO
3989488,LUCIO ERNESTO GARCIA DO NASCIMENTO
3989534,LIEGE MOZZATTO
3989542,ADRO UBIRATA LINHARES DOS REIS
3989550,JUSSARA LUCIA FERRAZ
3989585,PAULO CERATTI AZAMBUJA
3989615,CRISTIANE ALLGAIER
3989666,ANA CELIA PISANI
3989674,ANGELO PEDRO PARIZOTTO
3989704,ANSELMO NOSWITZ
3989712,CARLOS HENRIQUE WIEHE
3989739,LUIZ PAULO ELY
3989755,HELIO ROBERTO FRANCA FERNANDES
3989771,ALINE PERETTI
3989801,JOSE KATZ
3989917,DIOGO WATSON MANHAES DE ANDRADE
3989941,FERNANDO BECKENKAMP
3989968,FERNANDO JOSE SARTORI BERTOGLIO
3989976,GERICK DE ASSUNCAO FENALTE
3989984,GUNTER GAUBY FLEISCHHUT
3990001,HEMATOCLINICA
3990052,LINO TELMO GIRARDI
3990060,LUIZ CARLOS LANTIERI
3990079,MARCOS ROGERIO DE CASTRO FRANK
3990087,NARA REGINA LESSA PIMENTEL
3990109,OSWALDO FEIER
3990133,SANDRA ISABEL COLLETO
3990141,SILVIA REGINA DARTORA
3990184,SILVIO PULITA
3990265,COC ERECHIM CENTRO DE CANCER
3990672,ODONTOLOGIA INTEGRADA RS
3990982,PROCARDIACO HEMODINAMICA LTDA
3991091,A C CLINICA ODONTOLOGICA
3991113,SCIPIONI DAY HOSPITAL
3991156,INSTITUTO DE GASTROENTEROLOGIA DE SANTA MARIA
3991164,CONSULTORIO MEDICO PAULO FETTER SANTOS
3991180,CONSULTORIO MEDICO HABALY SILVANA GARCIA LOPES
3991210,CONSULTORIO MEDICO EDUARDO BUZATTI SOUTO
3991237,CONSULTORIO MEDICO FABIO ROGERIO COPETTE
3991288,CONSULTORIO MEDICO VIVIANE ROSELI DA CUNHA
3991334,CEPED
3991350,CLINICA MEDICA E ODONTOLOGICA A C M LTDA
3991423,GILMARA COELHO MEINE
3991431,GUSTAVO MENEZES LANNES
3991458,MANOEL MARIA MEINE
3991539,HENRIQUE ZECCHIN
3991547,SCHERER E BIEDRZYCKI MEDICOS E ASSOCIADOS LTDA
3991636,GESTARE
3991741,ADRIANA AMORIM GATTERMANN
3991784,PAULO ARTUR DONOFRIO TORRES
3992098,ORTOFIS
3992152,EQUIPE COOPERATIVA DE SERVICOS LTDA
3992721,ANA HELENA SCHIMIDT HEBERLE
3992748,JOAO CARLOS STONA HEBERLE
3992756,MARIA ANGELICA FOSSATI CHISTE
3992764,SINARA ROSSATO SARTORI
3992799,CONSULTORIO DE FISIOTERAPIA E ACUNPUNTURA
3992810,LABORATORIO BIOEXATO
3992829,ANDRE MICHIELIN DA SILVA
3992985,CLAUDIO MIELE
3992993,CLAITON MARUSIAK
3993000,DELANO SCHMITZ
3993019,MOISES POZZA
3993027,NILVO KNEBEL
3993035,SANDRO LUCAORA PAULI
3993051,VERA MARIA PRIETSCH
3993078,CARLO DOMENICO MARRONE CIA LTDA
3993094,CLINICA G O
3993108,ECOCENTER
3993116,AMPLITUDE FISIOTERAPIA
3993124,SORRIDENTE CLINICA ODONTOLOGICA ESPECIALIZADA
3993132,CONSULTORIO ODONTOLOGICO
3993175,ANAEL FARIAS MADRUGA
3993183,CONSULTORIO ODONTOLOGICO DR GEANCARLO MORO STEFANELLO
3993205,BIO FAST LABORATORIOS IMPORTACAO COMERCIO E REPRESENTACAO LT
3993582,SASKIA COSTA DE BOER
3993655,CLINICA DR ANDRE GUERREIRO
3994449,CENTRAL DE CURATIVOS
3994457,AGRAT SISTEMAS
3994678,METRAFAR MEDICINA DO TRABALHO LTDA
3994686,VITAEFISIO CENTRO DE FISIOTERAPIA LTDA
3994694,CLINICA GIANISELLA
3994708,JAYME GUDDE
3994724,CENTRO DE ATENDIMENTO PSICOSSOCIAL CAPS
3994740,LABORATORIO HORMOCITO
3994759,JACINTA BINSFELD PEZZINI
3995402,MARCELO LUIS DOTTO
3995496,GASTRO LIFE
3995518,JOCELY TARTARI KLEIN
3995569,DARCI LUIZ KLEIN
3996328,BOKORNI FRANCISCHINI LTDA
3996530,CONSULTORIO DE NUTRICAO ANA LUCIA SILVA DOS SANTOS
3996670,RAMIRO TARANTINO PANATIERI
3996778,RAUL BOCK
3996786,CONSULTORIO DRA MARTA
3996824,CLINICA KAMPITS
3996956,MULTIVACIN
3996964,CONSULTORIO ODONTOLOGICO IVETE CECILIA DA CAS MAFFINI
3996980,CONSULTORIO MEDICO MARIA JOSE DOS SANTOS COSER
3996999,CONSORCIO INTERMUNICIPAL DA REGIAO CENTRO DO ESTADO RS
3997006,CONSULTORIO MEDICO IVO ROBERTO DORNELES PROLLA
3997448,MARIA DE FATIMA MARCON TERRES
3998061,APAE
3998096,CONSULTORIO DRA ANGELA
3998169,GLOBAL CLINICA DE FISIOTERAPIA
3998312,EDUARDO ROBERTO OLIVEIRA MENDES
3998487,CLIMEA
3998819,KARINA KEHRWALD BERGELT
3999017,JAIRO ANTONIO FREGAPANI
3999025,UBS ESF POPULAR
3999866,PSICOLOGA RITA SOUZA
3999912,CECILIA BEATRIZ COCH
3999920,LABORATORIO DE ANALISES CLINICAS NILKA SOARES LTDA
3999939,HEMOLLAB
3999947,CONSULTORIO DENTARIO VANDA MARIA SILVA MORAES
3999955,FLÁVIA PÉREZ CHAVES
3999963,CONSULTORIO DENTARIO VANIA GIRARDI DA SILVA SOUZA
3999971,CLINICA UNIVITTA
3999998,CONSULTORIO MEDICO LUIZ BRAGANCA DE MORAES
4000269,WALMOR BONATTO
4001001,MB FARMACIAS
4001419,T MED
4001494,ODONTO COMPANY CARAZINHO RS
4001826,CENTRO DE SAUDE DA MULHER
4001869,RICHARD DAUDINOT MARQUEZ
4001907,ZUFFO LABORATORIO CLINICO FILIAL 01
4001931,HOSPITAL ODONTOLOGICO
4002202,R GARCIA SEABRA FERRAO LTDA
4002393,ADRIANA BINTTENCOURT NETTO
4002474,LUIZ CARLOS VELHO SEVERO JUNIOR
4002555,GABRIELA MORAES MACHADO
4002660,MARJA RESIDENCIAL GERIATRICO VO DINA LTDA
4003136,MELISSA BRUNETTO FONOAUDIOLOGIA
4003179,GISELE MEINERZ
4003217,UNIMED VALE DAS ANTAS RS COOPERATIVA DE ASSISTENCIA A SAUDE
4003365,FRANCIELE BRAGA DE OLIVEIRA ODONTOLOGIA
4003586,C A QUEIROZ
4003632,SULSENIOR
4003853,DANIELA BRAGA DE AZAMBUJA
4004108,CLINICA HARMONIA
4004582,AGENCIA TRANSFUSIONAL HOSPITAL INSTITUTO DE CARDIOLOGIA
4004620,SAO JOAO FARMACIAS
4005155,UNIDADE DE SAUDE INDIGENA DE VICENTE DUTRA
4006054,INSTITUTO FLOR DA VIDA
4006267,BRANCO E PETRASI NUTRICAO
4006380,LIGA DE CARAZINHO
4006607,THOME ODONTOLOGIA ESPECIALIZADA LTDA
4006917,CUIDARE ODONTOLOGIA
4007034,D MARTINS LAGASSE ENFERMAGEM
4007336,SIMONE KULKES
4007662,PAULO ROGERIO DE OLIVEIRA PINTO
4007735,DROGA RAIA LOJA 1227
4007816,SECAO JUDICIARIA DO RIO GRANDE DO SUL
4008146,COSTA E SILVEIRA SERVICOS MEDICOS LTDA
4008197,CLINICA TRIADE 808 LTDA
4008235,CONSULTORIO DE PSICOLOGIA MARCIA PINTO
4008286,REMOV EMERGENCIAS MEDICAS
4008375,CASTILHOS ODONTOLOGIA
4008421,CLINICA MEDICA SMANIOTTO LTDA CARAZINHO
4010264,F D SERVICOS ODONTOLOGICOS LTDA
4010361,CLINICA ODONTOLOGICA ODONTOCLIN
4010493,CLINICA INFACE
4010612,GUSTAVO RIOS ROCHA
4011058,NEUROPSICOKIDS
4011368,UNIDADE BASICA DE SAUDE VILA ESPERANCA
4011732,GISELE VARGAS PSICOLOGIA
4011783,BORTOLINI HENRIQUES SERVICOS MEDICOS LTDA
4011813,LUIZ EDUARDO SCHEIN SERVICOS MEDICOS LTDA
4011821,MARTINELLO SERVICOS EM SAUDE LTDA
4012216,GELSON SIM
4012224,AGENTE RS LABORATORIO LTDA
4012798,CENTRO ESPECIALIZADO EM REABILITACAO SEBASTIAO LEAO FIALHO
4013085,LABORATORIO VERA CRUZ
4013506,M ZANATTA ASSESSORIA EM SAUDE
4013824,MATHEUS MURAD MARADE LTDA
4013891,ZUILA SOARES DA COSTA
4013972,EYE CARE CENTRO OFTALMOLOGICO S S
4014030,ALESSANDRA CHARAO SARTOR
4014286,CLINICA DE ESPECIALIDADES MEDICAS MONARETTO LTDA
4014308,AMA SERVICOS EM SAUDE
4014448,A Z PSICOLOGIA LTDA
4014499,DANIEL OFTALMO SERVICOS MEDICOS LTDA
4014502,ODONTO CLINIC
4014537,ALINE KRUG DE OLIVEIRA
4014812,PANVEL FARMACIAS
4014898,MULLER TREVISAN
4015215,HOSPITAL BENEFICENTE SAO JOAO PADU
4015274,CAVALLI ODONTOLOGIA ESPECIALIZADA
4015304,JANAINA PERES DA SILVA SOUZA
4015487,ABDO ABBAS ABED HUSEIN ABED
4015495,VALECOR CLINICA MEDICA
4015592,FACIES CLINICA DE FISIOTERAPIA
4015940,EQUOTERAPIA MOUROS
4016157,LUCIO FALAVIGNA
4016246,QUALITY SAUDE OCUPACIONAL
4016254,CLINICA RADINS LTDA
4016467,FARMACIA DE MEDICAMENTOS ESPECIAIS
4016610,GIOVANA ZANETTINI SONDA
4016629,MARCO TULIO ZANETTINI
4017439,CATNESS ESPACO DE SAUDE E BEM ESTAR FELINO
4017447,SPAZIO CLINICA ODONTOLOGICA LTDA
4017994,MIRARE CLINICA DE OLHOS
4018036,PATRICIA NUNES ODONTOLOGIA
4018095,MAXIMINO DUARTE FERREIRA
4018230,REDE MAXXI ECONOMICA
4018346,BRUNO EMILIO BEZ LTDA
4018362,SAO JOAO FARMACIAS
4018435,FARMACIA SOLIDARIA DE ESTEIO
4018486,TRUCCI ODONTOLOGIA INTEGRATIVA E ESTETICA
4018524,CARLA GEHRES FISIOTERAPIA E PILATES
4018648,SAO JOAO FARMACIAS
4018737,RITA GESKE ORTODONTIA E ODONTOLOGIA DO SONO
4018877,SAO JOAO FARMACIAS
4018915,ATUALITTA ODONTOLOGIA LTDA
4018958,POLICLINICA DE MATA
4019032,SAMU 192 USB ELDORADO DO SUL
4019229,CONSULTORIO ODONTOLOGICO GABRIELA BALLARDIN
4019253,FARMAVIDA
4019288,DROGARIA SAO PEDRO
4020537,ECO VIDA PORTAO
4020626,FLORESCER
4020634,JULIANA RODRIGUES DOS SANTOS PSICOLOGA
4020642,JULIA LAURA CEZAR
4020936,ESPACO VIDA ATIVA
4021509,CLINICA INSIGHT
4021614,LIDERFARMA
4021789,FARMACIA COMUNITARIA
4022122,POACLIN
4022300,CLINICA CONCEPTS
4022327,CONSULTORIO OFTALMOLOGICO LARA ARDENGHI
4022351,SAO JOAO FARMACIAS
4023072,ESPACO EVOLUIR
4023080,MARCIELLE PETERS ODONTOLOGIA ESPECIALIZADA LTDA
4023501,CONSULTORIO ODONTOLOGICO FABIANO BAGLIONI RAMOS
4023986,ODONTOLUZ
4024060,CARITAS CENTRO AVAL REAB INT TRANS APREND SEN
4024079,NAVARINI ATIVIDADES DE ENFERMAGEM LTDA
4024443,FACCIN
4024540,APTHA PILATES
4024826,CURATIVA FARMAVIP
4025172,RAUL G PEREZ MEDICO LTDA
4025237,LIFE GENOMICS
4025415,DUO FIT ACADEMIA E PERFORMANCE LTDA
4025776,SORRIFACIL CLINICA ODONTOLOGICA
4025946,ESPACO BEM VIVER
4026209,AGAFARMA FARMACIA VIVAMED
4026284,ARF SERVICOS MEDICOS LTDA
4026306,LABORATORIO MERIDIONAL
4026683,CONSULTORIO PSICOLOGIA DIONI MATEUS KAMMER LAPA
4027337,CLINICA MEDICA CASTRO ALVES SOCIEDADE SIMPLES LTDA
4027353,EDUARDO BECKER SERVICOS MEDICOS DE DIAGNOSTICOS E TERAPIA
4027418,BELLUS SORRISUS
4027523,KLEE
4027736,LABIMED RESTINGA SECA
4028104,MB FARMACIAS FILIAL 64
4028368,ESF 04 CENTRAL
4028406,PSICOLOGA PAULA BLANK
4028457,PANVEL FARMACIAS
4028732,TEACOLHE CRR SAO LOURENCO DO SUL
4028848,L D STUMM CLINICA MEDICA LTDA
4029712,DENTAL GOLDEN
4029933,CUIDAR CLINICA MEDICA LTDA CARAZINHO
4030079,REINVENTAR
4030168,LONGEVITA PILATES E FISIOTERAPIA
4030621,JAQUELINE NEUHAUS ODONTOLOGIA
4030699,ANA PAULA RAUBER CENTRO ESTETICO
4030710,CLINICA FRIEDERICH LTDA
4031105,PROLAB LABORATORIO DE ANALISES CLINICAS
4031148,ESF ALCEMIRO MANOEL DOS SANTOS II
4031180,DUOCLINIC PELOTAS
4031520,CITOLAB
4031571,CENTRAL DE VACINAS
4032225,4DCLINIC
4032462,LAIS CELLA PSICOLOGA
4032616,UNIMED CENTRO RS FILIAL ENCRUZILHADA DO SUL
4034090,AMBULANCIA MUNICIPAL DE CRUZ ALTA
4034147,L ZANUZ ATIVIDADES MEDICAS
4034376,INSTITUTO DE ONCOLOGIA KAPLAN S A
4034570,CLINICA ESPECIALIZADA EM GERIATRIA FLORENCE
4034589,PANVEL FARMACIAS
4034864,FARMACIA LANGUIRU
4035658,SCHIO
4035879,MOVILCOR LIVRAMENTO EMERGENCIAS MEDICAS MOVIL
4035895,CENTRO GAUCHO DE MEDICINA OCUPACIONAL SAO LEOPOLDO
4036115,FRED SAUDE
4036131,LABORATORIO DENARDIN
4036166,ORAL UNIC
4036239,FERNANDO COGO MANDUCA
4036360,UNIMED LITORAL SUL RS CENTRO DE DIAGNOSTICO POR IMAGE
4036743,MASSA PSICOLOGIA
4036778,VINICIUS CASSOL DA ROSA
4036921,WELLINTON FURLAN PASCHOAL
4036972,L S GASPARIN COLLA LTDA
4037189,DALLAZEM DALLAZEM SERVICOS MEDICOS
4037243,OFTALMOLOGIA INTEGRADA SERRA GAUCHA LTDA
4037308,PATOLOGISTAS REUNIDOS
4037391,SAO JOAO FARMACIAS
4037456,SAO JOAO FARMACIAS
4037758,DOCTOR CLIN
4037960,VITA ORTO
4038029,VIVA ESPACO TERAPEUTICO
4038088,GTFARMA MANIPULACAO
4038428,CONSULTORIO ODONTOLOGICO TAMAIE CARNIEL
4038649,CIEVS ESTRATEGICO
4038851,MONICA DANIELA PACHECO DE PAULA
4039238,CARRARD SERVICOS MEDICOS
4039351,DROGA RAIA CAXIAS DO SUL B
4041240,MAIS VIDA FARMACIA
4042220,BRUNA VAUCHINSKI CORTES DOS SANTOS
4042301,BIANCA DUARTE ALVES
4042409,MARJORIE SECCO ODONTOLOGIA
4042522,POLO DE ACADEMIA DE SAUDE MORRINHOS DO SUL
4042565,ESTRATEGIA SAUDE DA FAMILIA SOL NASCENTE ESF 11
4042832,SANDRA PAULA PSICOLOGA
4042840,MARTA PEGORARO ESTETICA AVANCADA
4042883,NEUROEDUCANDO
4042913,CARINE WEBER
4042964,FARMACIA ISABEL
4042999,ORAL SIN IMPLANTES
4043200,CLINICA AMO
4043448,FARMACIA ASSOCIADAS DA BENTO
4043529,RODRIGO ERNESTO KUNZ
4043545,VINICIUS BATISTELLA
4043553,CHENIA MOREIRA BLESSMANN GARCIA
4043634,SB CLINICA DE ATENDIMENTO A SAUDE
4043707,SAO JOAO FARMACIAS
4043928,DROGA RAIA LAJEADO A
4044037,TIARLA GONCALVES COSTA
4044150,ADRENALINA FITNESS
4044517,NOVA IMAGEM
4044959,ESTELEM MOSSMANN FIORENTINI
4044991,LUCIANO VALLI DA FONTOURA
4045009,RC ODONTOLOGIA
4045114,CLINICA MEDICA ROBERTO PIEROBOM LIMA
4045270,RCC SERVICOS MEDICOS
4045327,VANESSA PEREGO ALVES DELABARY PSICOLOGIA LTDA
4045416,CONSULTEC
4045475,PAULA FONSECA ORTODONTIA
4045505,CAROLINE BALBINOT
4045610,MB FARMACIAS
4045645,LILIAN SCUSSEL LONZETTI
4047559,OCULAR CENTER
4047648,CASA DO IDOSO DOCE LAR
4047761,BORGES EICKHOFF SERVICOS MEDICOS LTDA
4047788,RAFAEL MICCO BISCHOFF
4047818,BORGES ODONTOLOGIA LTDA
4047842,PRIME POLICLINICA
4047877,FERNANDO AUGUSTO DANNEBROCK
4047885,JOSE CESAR BOEIRA
4047893,ANGELA MARIA DA GRACA ARAGON ALMANZA
4048245,CLINICA BEM VIVER
4048504,DEPARTAMENTO DE VIGILANCIA EM SAUDE
4048539,GIANE GIACOMOLLI
4048652,DRA GILDA GUERRA
4048709,LF ORTOPEDIA E TRAUMATOLOGIA
4049217,CONSULTORIO ODONTOLOGICO EDUARDO VACILOTTO GOMES
4049713,CAROLINE TOGNI VACINAS
4051157,PANVEL 839
4051459,FARMACIA RIBEIRO
4051653,GABRIELA MONTELLI FENALTI
4051963,PSICOLOGA TALIA SIGALES
4051971,CENTRO DE DESENVOLVIMENTO INFANTIL FRANCIELE MICHELON LTDA
4052218,BRUNA DA SILVA BIZARRO
4052749,FARMACIA MOVEL
4052757,SAO JOAO FARMACIAS
4052854,UNION MED
4053095,UNIDADE BASICA DE SAUDE ESF 4
4053516,DRA TAISE RIGON
4053621,PSICOLOGIA FORA DA CAIXA
4053745,DR JEFERSON VINHOLES
4053788,TRIADE PSICOLOGIA CLINICA LTDA
4054105,COA CAPAO DO LEAO
4054628,LABORATORIO FONTANA
4055055,PATRICIA BOLLER MEDEIROS
4055136,AMBULATORIO DE DOENCAS INFECTO CONTAGIOSAS
4055187,CONSULTORIO ODONTOLOGICO CAROLINE CIRINO LTDA
4055284,LABORATORIO FONTANA
4055594,ESTRATEGIA DA SAUDE DA FAMILIA 08 SAO FRANCISCO
4055640,FACEMED
4055721,RESIDENCIAL RECOMECAR
4055780,GLOBAL MED SERVICOS EM SAUDE LTDA
4055799,CAREN BAVARESCO ODONTOLOGIA EIRELLI
4056035,DIGECLIN ENDOCLIN
4056051,CENTRO TERAPEUTICO ACONCHEGO DAS FLORES
4056086,RG SERVICOS
4056132,BB C REABILITACAO FISICA
4057414,LIDIA ANTONIA MENDES GOLZER TOLFO
4057430,CENTRO DE REABILITACAO E RECUPERACAO PARA DEPENDENTES QUIMIC
4057511,REDE ASSOCIADAS
4057554,OTOSENSE
4057597,DOC SERVICOS MEDICOS LTDA
4057600,RLP ENFERMAGEM
4057783,LIDIANE ALVES DIAS
4057805,JUSSARA DOS PASSOS NUNES
4057856,CENTRO DE REABILITACAO E FISIOTERAPIA FISIOMAIS
4058003,KAMILA MARAFON DESENVOLVIMENTO HUMANO
4058011,HEMERSON ARI MENDES ATENCAO EM SAUDE MENTAL LTDA
4058135,GIOVANA SILVEIRA DE VARGAS
4058356,PANVEL FARMACIAS
4058569,AJC MONTEIRO
4058585,JAMILE SANTOS ZINN
4059158,MATHEUS DALLAGASPERINA PEDRO CONSULTORIO OFTALMOLOGICO
4059166,CORPO SANO
4060431,SERVICO DE ATENDIMENTO ESPECIALIZADO IST HIV AIDS MURIALDO
4060946,NUTRIR SE SOLUCOES EM SAUDE LTDA
4061225,ROYAL FACE VIAMAO
4061365,PALOMA OLIVEIRA BARCELOS
4061403,FARMACIA BASICA DO PARABOI
4061861,PANVEL FARMACIAS
4061942,NEOCARE SERVICOS MEDICOS
4062310,ODONTOLOGIA BALZAN
4062558,PSICOLOGA LUCILENE GULARTE DO AMARAL
4062744,BIOMARQUES ANALISES CLINICAS
4062817,HERNANDEZ ANTONELLO SERVICOS MEDICOS SOCIEDADE SIMPLES
4062833,N G SERVICOS MEDICOS LTDA
4063031,SANTA CLARA
4063082,J J XAVIER OLHOS CLINICA E CIRURGIA DE OLHOS
4063201,CLINICA MARCA ODONTOLOGIA
4063309,CENTRO DE SAUDE
4063368,MONDIALE SERVICOS MEDICOS ESPECIALIZADOS LTDA
4063392,PACSPROGRAMA DE AGENTES COMUNITARIOS DE SAUDE
4063406,ESF VILA PIOLA
4063414,VIGILANCIA SANITARIA DE ALEGRETE
4063422,ESF SAINT PASTOUS
4063457,ESPACO FISIOSAUDE
4063562,CLINICA BOEMO
4063643,CIREFARMA SERVICOS FARMACEUTICOS LTDA
4063651,PROGRAMA DE AGENTES COMUNITARIOS DE SAUDE B DO QUARAI
4063813,ESF OTACILIO SILVEIRA
4063821,SISTEMA DE VIGILANCIA EM SAUDE
4063864,ADRIAN FROZI FILHO
4063910,UNIDADE BASICA DE SAUDE CELESTE CAMPO BOM
4063937,PJA SERVICOS EM SAUDE LTDA
4064062,CASA VET
4064070,BRUNA COZER VICARI
4064224,CARLA PEDRUZZI
4064259,ODONTOLOGIA INTEGRADA
4064313,DOUGLAS BOCK
4064518,POSTO DE SAUDE
4064623,GG SERVICOS MEDICOS LTDA
4064771,JOAO OSORIO DOS REIS
4064798,CENTRO DE SAUDE MENTAL CAPS I E VELHA
4064801,USF CAMPO GRANDE
4064828,USF RINCAO DOS ILHEUS II
4064836,SESI ESPACO SAUDE
4064852,ESF PREFEITO JUAN PIO GERMANO EZEQUIEL
4064925,UNIDADE SANITARIA DE FORQUETINHA
4064976,CONSULTORIO MEDICO EGON EMILIO WUST
4065190,SINDICATO TRAB RURAIS DE ITAQUI
4065204,VIGILANCIA SANITARIA DE ITAQUI
4065425,CLINICA MEDICA PIVA LTDA
4065514,ESTRATEGIA DE SAUDE DA FAMILIA DE LINDOLFO COLLOR
4065522,DMS ENGENHARIA MEDICINA E SEGURANCA DO TRABALHO LTDA
4065549,SMS VIGILANCIA SANITARIA M VIANA
4065905,ANDREA MOURA GOMES LOCATELLI
4065999,CLINICA DE CIRURGIA DA MAO E MICROCIRURGIA
4066146,COMUNIDADE TERAPEUTICA ACOLHER
4066154,RESIDENCIAL ACOLHER IV
4066243,POSTO ALBINO KERN PORTAO ESF1
4066251,LABORATORIO LACEN
4066588,ESTETIC FACE PELOTAS
4066650,CONSULTORIO ODONTOLOGICO
4066669,JULIANA BARBOSA DA COSTA
4066677,LARISSA CONCEICAO BUNILIA
4066685,JOSE LUCAS ROCHEL DAS NEVES
4066731,HOSPITAL MOINHOS DE VENTO UNIDADE TERESOPOLIS
4066782,SINDICATO RURAL DE ROSARIO DO SUL
4066790,SINDICATO DOS TRABALHADORES RURAIS DE ROSARIO DO SUL
4066804,ESTRATEGIA DE AGENTES DE SAUDE
4066812,VIGILANCIA SANITARIA
4066901,CONSULTORIO MEDICO SEILA MARIA SOUZA ROSA
4066928,UNIDADE DE SAUDE FELICIO BASTOS EAP
4066936,SECRETARIA MUNICIPAL DE SAUDE DE SANTA MARGARIDA DO SUL
4066979,CESST FRED
4067177,PREF MUN SAO BORJA VIG SANITARIA
4067185,PREF MUN S BORJA SMSUSF 01
4067193,PREF MUN S BORJA SMSUSF 02
4067207,PREF MUN S BORJA SMSUSF 03
4067215,PREF MUN S BORJA SMSUSF 04
4067223,PREF MUN S BORJA SMSUSF 05
4067231,PREF MUN S BORJA SMSUSF 06
4067258,PREF MUN S BORJA SMSUSF 07
4067266,PREF MUN S BORJA SMSUSF 08
4067274,PREF MUN S BORJA SMSUSF 09
4067282,PREF MUN S BORJA SMSUSF 10
4067312,SECRETARIA MUNICIPAL DE SAUDE DE SAO GABRIEL
4067320,ESF CAIC
4067371,VIGILANCIA SANITARIA
4067584,ESF BOA VISTA
4067592,UBS COHAB BLOCOS
4067606,ESF ITAPEMIRIM
4067614,ESF SAO JOSE
4067622,UNIDADE DE PRONTO ATENDIMENTO DE SAPUCAIA DO SUL UPA
4067630,ESF VILA VARGAS
4067649,ESF CAPAO DA CRUZ
4067657,CLINICA DE SAUDE DA MULHER
4067665,UNIDADE MOVEL ATENDIMENTO MEDICO
4067673,UNIDADE MOVEL ODONTOLOGIA
4067681,UBS NOVA SAPUCAIA
4067703,PAS SANTO AGOSTINHOSAPUCAIA DO SUL
4067711,CAPS II BEM ESTAR
4067738,ESF CARIOCA
4067746,PAS SAO CRISTOVAOSAPUCAIA DO SUL
4067754,ESF PASQUALINI
4067851,VERO CERVELLO SERVICOS MEDICOS ESPECIALIZADOS LTDA
4068017,RADS IMAGENS
4068130,BW MEDICINA
4068513,HOSPITAL COLONIA ITAPUA VIAMAO
4068521,USF LUCIANA VIAMAO
4068548,SISTEMA DE VIGILANCIA EM SAUDE VIAMAO
4068556,UNIDADE MOVEL II VIAMAO
4068564,UNIDADE MOVEL I VIAMAO
4068572,PROGRAMA DE AGENTES COMUNITARIOS DE SAUDE VIAMAO
4068580,USF ITAPUA VIAMAO
4068599,SERVICO ESPECIALIZADO DE DST E AIDS HERBERT DE SOUZA VIAMAO
4068602,ASSISTENCIA SOCIAL VIAMAO
4068718,LAR DE IDOSOS SOL NASCENTE
4068831,FERNANDA ALVES ROSA LTDA
4068858,MARCELO LUZ DA SILVA
4068882,THAIANA FERREIRA ODONTOLOGIA
4069226,ANGEL CLINICA MULTIPROFISSIONAL
4069382,BENTOMEDI CENTRO DE ESPECIALIDADES MEDICAS LTDA
4069595,MERI SERVICO SOCIAL
4069838,DC CLINICA MEDICA LTDA
4070151,ESF TIBIRICA
4071182,CD TAPEJARA
4071395,SAO JOAO FARMACIAS
4071662,UBS PADRE ANDRE CARBONERA GALVANY GUEDES
4071751,TREBOLL MOVEIS LTDA
4071891,APF MED
4071980,ODONTOVITTA
4071999,PRIME MEDICINA DIAGNOSTICA LTDA
4072219,MEBF CLINICA DE PSICOLOGIA
4072251,FERNANDO AGUIAR CORREA
4072499,UNIDADE BASICA DE SAUDE HELIO ZORZI
4072510,SMS MED MEDICINA INTEGRADA
4073037,SERVICO SOCIAL DA INDUSTRIA SESI
4073061,BACCEGA FONOAUDIOLOGIA
4073142,ATENDIMENTO IMEDIATO HORARIO EXTENDIDO
